customer_id,first_name,last_name,gender,age,dob,email,phone,city,state,country,postal_code,loyalty_tier,total_spend,is_active,marketing_opt_in,created_ts,last_login_ts,record_load_date,source_system
CUST05254,Riya,,M,56.0,invalid_date,user28mail.com,,Wellington,North,AU,,GOLD,21242.62,Y,Y,invalid_ts,,,
CUST03922,Anna,Iyer,M,,,user29mail.com,,Wellington,,NZ,ABCDE,PLATINUM,9269.06,,,,,,CRM
CUST04473,,Brown,,-3.0,invalid_date,,9813253723,Christchurch,South,NZ,,,,,,2024-02-29 00:00:00,invalid_ts,invalid_date,POS
CUST02075,John,Singh,O,,invalid_date,user31mail.com,9701219919,Auckland,,NZ,,SILVER,32536.84,,,invalid_ts,,2024-08-02,
CUST03232,Vikram,Mehta,,35.0,2024-04-16,,12345,Auckland,,,ABCDE,,,N,Y,2025-10-13 00:00:00,2024-10-07 00:00:00,,POS
CUST01627,Rahul,Iyer,O,-3.0,,user33@mail.com,12345,,North,NZ,1010,GOLD,30292.84,Y,,,,,ECOM
CUST00219,John,Kumar,M,,2024-08-29,,,Auckland,,,1010,GOLD,,Y,,invalid_ts,invalid_ts,,POS
CUST03535,Anna,Patel,F,,2025-10-13,user35@mail.com,12345,Auckland,,NZ,6021,,,N,N,,invalid_ts,2024-10-25,ECOM
CUST01841,John,Wilson,,-3.0,2025-04-17,,9871881491,Auckland,South,NZ,1010,SILVER,,Y,N,2024-11-10 00:00:00,invalid_ts,invalid_date,POS
CUST05371,Riya,Iyer,O,26.0,,user37mail.com,,,,,6021,GOLD,31109.6,N,,2025-11-19 00:00:00,,invalid_date,CRM
CUST04798,Anna,Wilson,O,,,user38@mail.com,,Wellington,North,,ABCDE,SILVER,,Y,Y,invalid_ts,,2024-12-25,
CUST05024,Vikram,Wilson,M,,,user39@mail.com,,,South,,,GOLD,25303.39,N,N,invalid_ts,2024-10-24 00:00:00,invalid_date,
CUST03236,Neha,Singh,,,,,12345,,,NZ,,GOLD,15645.49,Y,N,,invalid_ts,2025-09-30,ECOM
CUST03630,,Das,O,56.0,,user41@mail.com,9585817756,Auckland,North,,ABCDE,GOLD,17691.94,N,N,invalid_ts,2025-06-23 00:00:00,,ECOM
CUST05188,Neha,Das,M,34.0,invalid_date,user42@mail.com,9689470960,Christchurch,South,NZ,1010,SILVER,41592.26,Y,,2024-02-07 00:00:00,2024-03-24 00:00:00,,
CUST03593,Rahul,Sharma,M,39.0,2025-07-23,user43@mail.com,12345,,North,NZ,1010,PLATINUM,,,,,invalid_ts,2025-09-26,POS
CUST03577,Rahul,Singh,O,,2024-09-04,user44@mail.com,,Wellington,South,AU,6021,GOLD,,N,N,2024-05-18 00:00:00,2025-09-05 00:00:00,,ECOM
CUST01258,Rahul,Kumar,F,-3.0,,user45@mail.com,12345,Auckland,South,AU,6021,SILVER,23817.74,N,N,,invalid_ts,invalid_date,ECOM
CUST01083,Riya,Taylor,M,-3.0,,user46@mail.com,9676791822,Christchurch,South,AU,ABCDE,SILVER,23855.46,,Y,2024-01-10 00:00:00,2025-06-22 00:00:00,2024-07-19,ECOM
CUST05531,David,Taylor,,-3.0,invalid_date,,9122040318,Christchurch,South,AU,ABCDE,SILVER,,Y,N,invalid_ts,,2025-09-16,ECOM
CUST04317,Neha,Taylor,M,18.0,2025-11-05,user48mail.com,,,South,AU,ABCDE,SILVER,21983.11,N,N,invalid_ts,2024-08-26 00:00:00,2024-12-27,ECOM
CUST06552,Amit,Das,O,37.0,,user49@mail.com,,,,,ABCDE,GOLD,,,Y,invalid_ts,invalid_ts,,ECOM
CUST06342,Rahul,Wilson,F,,,user50@mail.com,12345,Christchurch,North,NZ,ABCDE,GOLD,,N,Y,2024-10-27 00:00:00,2025-08-11 00:00:00,,ECOM
CUST02736,David,Mehta,F,64.0,,user51@mail.com,,Wellington,South,,ABCDE,SILVER,33010.2,N,N,invalid_ts,,2025-03-13,
CUST01238,Amit,Mehta,O,,invalid_date,user52@mail.com,9541464424,Christchurch,North,AU,1010,PLATINUM,,,Y,,2024-12-20 00:00:00,invalid_date,CRM
CUST04324,Anna,Wilson,O,-3.0,,user53mail.com,9314349873,Christchurch,,NZ,6021,SILVER,,,,invalid_ts,2025-10-05 00:00:00,invalid_date,CRM
CUST02061,Amit,Singh,F,,2024-03-27,,12345,Christchurch,,AU,6021,GOLD,,Y,N,2024-11-12 00:00:00,invalid_ts,,POS
CUST06706,Riya,Das,O,-3.0,invalid_date,,9403810914,Christchurch,,AU,ABCDE,SILVER,,,,invalid_ts,,,ECOM
CUST00801,Vikram,Singh,,-3.0,invalid_date,user56mail.com,9113052723,,,AU,ABCDE,,21860.24,N,N,2024-07-21 00:00:00,invalid_ts,,
CUST02198,Priya,Mehta,M,25.0,,user57mail.com,,Auckland,South,AU,,PLATINUM,,N,,,,2024-01-29,CRM
CUST02901,Anna,,F,,invalid_date,,9660371194,Auckland,North,NZ,,GOLD,27391.11,Y,N,,2024-01-30 00:00:00,,ECOM
CUST06738,Vikram,Patel,O,-3.0,invalid_date,user59mail.com,,Christchurch,,AU,6021,,,,Y,invalid_ts,invalid_ts,2024-09-22,ECOM
CUST00830,Anna,Brown,F,62.0,invalid_date,user60@mail.com,,,,NZ,ABCDE,GOLD,7947.22,,N,2024-01-11 00:00:00,2024-07-23 00:00:00,invalid_date,ECOM
CUST00728,Amit,Patel,,-3.0,invalid_date,user61mail.com,12345,Auckland,,AU,,,29101.48,N,,,,invalid_date,ECOM
CUST05373,Amit,Wilson,O,-3.0,2024-11-28,user62@mail.com,9187411183,Christchurch,North,,,,17127.23,,,invalid_ts,2025-08-12 00:00:00,,CRM
CUST06195,Neha,,M,-3.0,invalid_date,user63@mail.com,12345,Wellington,South,AU,1010,PLATINUM,,,Y,invalid_ts,,2024-04-09,ECOM
CUST02601,Neha,,,33.0,2025-08-03,user64mail.com,,Christchurch,,,ABCDE,PLATINUM,26573.81,,,,,2024-06-27,ECOM
CUST04107,Sara,Sharma,F,-3.0,invalid_date,,12345,Auckland,,,ABCDE,,15024.82,N,,,,,
CUST04324,Rahul,,,26.0,invalid_date,user66mail.com,12345,Auckland,North,NZ,1010,SILVER,,Y,N,invalid_ts,2024-05-06 00:00:00,invalid_date,
CUST00074,,Singh,O,,invalid_date,user67@mail.com,9823252857,Wellington,,AU,ABCDE,,46514.91,,Y,2024-01-06 00:00:00,invalid_ts,invalid_date,POS
CUST05480,John,Brown,F,35.0,,user68@mail.com,,,South,NZ,1010,PLATINUM,,,Y,2024-03-08 00:00:00,2025-08-05 00:00:00,invalid_date,POS
CUST02273,Rahul,Iyer,O,59.0,invalid_date,user69mail.com,,,,AU,1010,,24105.05,N,Y,invalid_ts,invalid_ts,,ECOM
CUST00664,,Taylor,O,55.0,invalid_date,user70@mail.com,9924390789,Wellington,South,NZ,1010,PLATINUM,,,Y,2025-10-30 00:00:00,,invalid_date,CRM
CUST02200,Vikram,Singh,M,-3.0,2024-04-04,,,Auckland,South,,,GOLD,33567.14,N,Y,2024-05-05 00:00:00,2025-06-24 00:00:00,,ECOM
CUST05033,Priya,Singh,O,-3.0,2025-01-04,user72@mail.com,,Wellington,North,,1010,SILVER,,,Y,2024-06-03 00:00:00,invalid_ts,2025-11-28,CRM
CUST02206,,Mehta,O,,invalid_date,user73mail.com,12345,,South,NZ,6021,SILVER,,N,,invalid_ts,,,POS
CUST01892,Riya,Brown,F,,,,,Auckland,North,,ABCDE,,46323.37,Y,N,invalid_ts,2024-11-23 00:00:00,invalid_date,ECOM
CUST04040,Priya,Patel,M,70.0,2025-10-08,,,Wellington,,NZ,1010,,,Y,,,,2024-04-13,CRM
CUST04110,,Iyer,M,,,,12345,Auckland,,AU,1010,GOLD,,,N,invalid_ts,2025-09-08 00:00:00,2025-03-29,ECOM
CUST04809,Sara,,O,,2024-12-10,user77@mail.com,,,South,AU,ABCDE,SILVER,,Y,N,2025-06-12 00:00:00,,2024-06-14,ECOM
CUST01017,Vikram,Iyer,O,-3.0,2024-01-30,user78@mail.com,12345,,South,,ABCDE,GOLD,35750.25,N,Y,,invalid_ts,invalid_date,CRM
CUST00193,Vikram,Kumar,M,22.0,,user79@mail.com,,,South,,6021,,30799.61,Y,,invalid_ts,invalid_ts,,
CUST00225,Sara,Das,,,2024-07-13,,,Auckland,North,AU,,GOLD,45460.96,N,N,invalid_ts,2025-09-18 00:00:00,2024-08-12,CRM
CUST02910,,Singh,F,-3.0,2024-11-10,user81mail.com,,Wellington,South,,,SILVER,,N,N,,invalid_ts,,
CUST06918,John,Iyer,F,-3.0,invalid_date,user82mail.com,,Wellington,North,NZ,ABCDE,PLATINUM,36769.39,N,N,invalid_ts,invalid_ts,2024-07-17,CRM
CUST01680,Anna,Das,F,-3.0,2025-08-31,user83mail.com,,Christchurch,North,NZ,6021,SILVER,,Y,,,invalid_ts,invalid_date,ECOM
CUST04768,Amit,Wilson,M,20.0,2025-10-06,user84@mail.com,12345,Wellington,,,,PLATINUM,45252.52,Y,Y,invalid_ts,2025-11-26 00:00:00,invalid_date,ECOM
CUST05119,Anna,Brown,F,,,,9731958180,Wellington,,,ABCDE,GOLD,,Y,Y,,,,POS
CUST06498,Anna,Wilson,,42.0,,user86mail.com,,Wellington,South,,1010,SILVER,,Y,Y,2024-01-05 00:00:00,2024-01-08 00:00:00,invalid_date,POS
CUST01556,Neha,Brown,F,65.0,2025-08-26,,,,,AU,,,,,N,invalid_ts,,invalid_date,ECOM
CUST06161,Riya,Iyer,O,-3.0,2025-10-31,user88mail.com,,Wellington,North,,6021,SILVER,,N,N,2024-12-29 00:00:00,,invalid_date,CRM
CUST03344,,Sharma,F,43.0,,user89@mail.com,12345,Auckland,,NZ,1010,,,,N,invalid_ts,invalid_ts,,
CUST04666,Amit,Brown,F,62.0,invalid_date,,9600732214,Christchurch,,NZ,ABCDE,PLATINUM,26785.84,,N,invalid_ts,2024-10-03 00:00:00,2024-11-18,CRM
CUST02525,Sara,Taylor,M,,,,9527063520,Christchurch,North,,ABCDE,SILVER,,,,,2024-10-20 00:00:00,2025-05-12,POS
CUST02230,Riya,,,,2025-04-27,user92@mail.com,12345,,North,,,SILVER,4808.73,N,,invalid_ts,invalid_ts,2025-04-06,ECOM
CUST00493,Anna,,O,72.0,,,12345,Wellington,,,,GOLD,,Y,N,2024-12-06 00:00:00,2025-06-10 00:00:00,2025-06-04,
CUST01849,,Taylor,F,-3.0,invalid_date,user94@mail.com,12345,Wellington,South,NZ,ABCDE,SILVER,,,Y,2024-12-01 00:00:00,,invalid_date,POS
CUST06320,,Sharma,O,,2025-11-08,,9396595502,Wellington,,AU,6021,SILVER,,Y,N,2024-12-19 00:00:00,2024-10-07 00:00:00,2025-09-07,
CUST04884,Riya,Wilson,,-3.0,,user96mail.com,9618255208,Wellington,South,NZ,,SILVER,15634.42,,Y,2025-09-12 00:00:00,2025-03-02 00:00:00,invalid_date,CRM
CUST02993,Anna,Singh,,,2025-04-30,user97mail.com,12345,,,NZ,1010,PLATINUM,,Y,N,2025-07-05 00:00:00,2024-11-25 00:00:00,,
CUST04125,Sara,Wilson,F,,invalid_date,user98@mail.com,,Auckland,,,1010,,40885.53,N,,invalid_ts,invalid_ts,2025-01-19,
CUST00357,Sara,Singh,O,48.0,invalid_date,,9378208106,Auckland,South,,6021,GOLD,,Y,,,2025-02-08 00:00:00,,
CUST06952,Anna,Taylor,,-3.0,,,,Christchurch,South,AU,ABCDE,SILVER,,Y,N,invalid_ts,invalid_ts,,
CUST05432,Neha,,F,,invalid_date,,9362871403,Auckland,,,1010,,14321.93,Y,Y,2025-06-08 00:00:00,invalid_ts,invalid_date,POS
CUST02625,Rahul,Brown,M,,,,12345,Wellington,,,ABCDE,GOLD,41814.73,N,N,,invalid_ts,invalid_date,CRM
CUST04737,Sara,Patel,M,-3.0,,user103mail.com,9576852547,,,AU,,SILVER,,Y,,2024-10-09 00:00:00,2025-04-07 00:00:00,2025-06-13,CRM
CUST03221,Riya,Das,F,74.0,invalid_date,,9678017230,Christchurch,,NZ,1010,,23695.33,,Y,2024-07-12 00:00:00,2024-11-27 00:00:00,,POS
CUST06730,Rahul,Mehta,,62.0,invalid_date,user105mail.com,12345,,North,,,SILVER,,N,N,2024-09-25 00:00:00,,invalid_date,
CUST00160,Amit,Brown,M,,invalid_date,user106@mail.com,9541344332,Auckland,North,,,,41435.57,N,,,2025-08-01 00:00:00,2024-08-13,POS
CUST02568,,Patel,M,43.0,invalid_date,,9653777688,Christchurch,North,NZ,1010,PLATINUM,46305.12,N,,invalid_ts,2024-07-20 00:00:00,,
CUST06973,,Sharma,O,20.0,2025-03-15,user108mail.com,9686345262,Auckland,South,AU,ABCDE,,19438.57,,,,invalid_ts,invalid_date,CRM
CUST00675,John,Sharma,M,41.0,2025-08-22,,12345,,,,,GOLD,31208.2,N,N,2024-02-21 00:00:00,,invalid_date,ECOM
CUST06534,Rahul,Patel,O,,invalid_date,,,Auckland,North,AU,1010,GOLD,21110.75,Y,N,,2025-05-25 00:00:00,2025-01-05,ECOM
CUST03791,Neha,Sharma,F,-3.0,invalid_date,,,Auckland,South,AU,1010,PLATINUM,43992.54,N,Y,,,2025-11-09,CRM
CUST04428,David,Iyer,F,,2025-07-11,,,Wellington,,,1010,SILVER,2423.85,N,N,2025-08-19 00:00:00,,,ECOM
CUST01570,Rahul,Patel,M,49.0,,user113@mail.com,,Auckland,South,NZ,6021,SILVER,,Y,N,invalid_ts,,invalid_date,ECOM
CUST01356,Riya,Brown,,,invalid_date,user114mail.com,,,North,NZ,6021,GOLD,,Y,Y,2025-08-11 00:00:00,invalid_ts,invalid_date,ECOM
CUST06521,Priya,Brown,,64.0,invalid_date,,9167753835,Auckland,North,NZ,,GOLD,13731.05,N,N,,invalid_ts,2025-08-14,
CUST06342,John,Iyer,F,,,user116mail.com,,Christchurch,South,AU,,,42209.05,N,N,invalid_ts,2024-05-24 00:00:00,2025-01-19,CRM
CUST06242,Amit,Mehta,F,25.0,,user117mail.com,,Christchurch,,,1010,SILVER,,,N,2025-10-15 00:00:00,2025-08-29 00:00:00,invalid_date,POS
CUST04759,Riya,Das,M,,2025-04-06,user118mail.com,9843497469,,,AU,6021,SILVER,,,Y,invalid_ts,2024-12-17 00:00:00,,POS
CUST03312,Anna,Mehta,M,-3.0,2024-02-07,user119mail.com,9558814231,Christchurch,,AU,1010,PLATINUM,18220.17,,N,2025-09-16 00:00:00,invalid_ts,invalid_date,POS
CUST04749,John,Sharma,O,68.0,invalid_date,user120@mail.com,9407335640,Christchurch,,NZ,ABCDE,SILVER,,Y,,2025-08-06 00:00:00,,,ECOM
CUST05393,Priya,Sharma,,,invalid_date,,12345,Wellington,North,AU,ABCDE,GOLD,33866.7,,Y,2024-06-14 00:00:00,,2024-07-09,
CUST03866,Anna,Singh,,-3.0,invalid_date,,9254128856,Wellington,North,AU,1010,,36810.23,N,N,invalid_ts,2025-09-15 00:00:00,,CRM
CUST04601,Anna,Taylor,O,-3.0,2025-10-11,,12345,Christchurch,South,,ABCDE,SILVER,,N,Y,2025-08-13 00:00:00,invalid_ts,2025-11-19,
CUST06435,Neha,Brown,M,,invalid_date,user124@mail.com,,,North,NZ,,SILVER,36066.35,,Y,2024-12-24 00:00:00,,,POS
CUST01752,Sara,Taylor,F,,,,,Auckland,South,AU,6021,PLATINUM,,Y,Y,,,,
CUST05185,Riya,Mehta,F,53.0,2024-05-19,user126@mail.com,,,North,AU,6021,,,N,Y,invalid_ts,2025-02-08 00:00:00,,
CUST01071,Sara,Taylor,O,,2025-09-16,user127mail.com,12345,Christchurch,,AU,,GOLD,,N,N,2024-06-22 00:00:00,2024-08-20 00:00:00,2024-11-04,
CUST02962,Amit,Wilson,F,-3.0,,user128@mail.com,,Auckland,South,,1010,,16132.12,N,N,,2025-11-18 00:00:00,,CRM
CUST02086,Amit,Singh,,,,,12345,Wellington,,AU,,,11308.3,N,,,,2025-07-28,
CUST06238,Vikram,Sharma,F,-3.0,2024-11-22,user130@mail.com,12345,Wellington,North,NZ,1010,PLATINUM,,N,,,invalid_ts,2024-11-26,ECOM
CUST00820,Anna,Brown,F,-3.0,,,9457872224,Auckland,,AU,,,47058.53,N,N,invalid_ts,invalid_ts,2024-02-15,
CUST03780,Anna,Iyer,M,-3.0,invalid_date,user132@mail.com,,Wellington,South,,ABCDE,GOLD,,N,,,2025-06-21 00:00:00,2025-03-16,CRM
CUST05007,Vikram,Wilson,F,,invalid_date,user133@mail.com,12345,,North,NZ,ABCDE,,,Y,Y,invalid_ts,2025-11-27 00:00:00,2024-06-10,POS
CUST01075,Sara,Iyer,F,59.0,,user134@mail.com,12345,,,NZ,,SILVER,,N,N,invalid_ts,2025-08-09 00:00:00,invalid_date,POS
CUST01614,Amit,Das,F,,invalid_date,,,Auckland,,,1010,,,N,,,,,POS
CUST02904,,Patel,O,,,user136mail.com,9933679917,Christchurch,,NZ,ABCDE,,17035.81,,N,invalid_ts,,invalid_date,
CUST00030,Neha,Iyer,O,,2025-09-03,user137mail.com,12345,Auckland,,,,,,Y,N,2024-03-12 00:00:00,2024-10-26 00:00:00,,POS
CUST06790,,Das,O,,,user138@mail.com,,Auckland,,AU,1010,SILVER,,N,N,,2024-03-06 00:00:00,2024-02-20,
CUST04586,Riya,Kumar,M,-3.0,2024-04-17,,9516955182,Wellington,South,AU,6021,,,,N,2024-07-11 00:00:00,2025-11-03 00:00:00,2025-10-21,CRM
CUST04486,John,Kumar,M,,,user140mail.com,12345,,South,NZ,ABCDE,GOLD,27377.36,N,Y,,,,CRM
CUST01228,David,Taylor,M,-3.0,invalid_date,user141@mail.com,12345,Wellington,South,NZ,1010,PLATINUM,,,Y,,invalid_ts,invalid_date,
CUST00133,John,Das,F,-3.0,2024-09-13,user142mail.com,12345,Christchurch,South,,6021,GOLD,,N,Y,invalid_ts,,invalid_date,POS
CUST06190,Anna,Singh,M,,,user143mail.com,12345,Auckland,South,NZ,1010,SILVER,,,,2025-10-24 00:00:00,2025-01-21 00:00:00,invalid_date,ECOM
CUST03969,Anna,Mehta,O,-3.0,invalid_date,user144@mail.com,9676354518,Christchurch,South,AU,ABCDE,PLATINUM,,N,Y,invalid_ts,,2025-11-30,ECOM
CUST04608,Priya,Wilson,O,,,user145mail.com,9361780675,Christchurch,South,,1010,GOLD,,N,,,,invalid_date,ECOM
CUST02223,,Taylor,,34.0,2025-11-06,user146mail.com,9339058683,,North,AU,ABCDE,GOLD,,,,,invalid_ts,,
CUST01529,Neha,Kumar,,,invalid_date,,,,South,AU,6021,SILVER,20190.7,,,,,,
CUST06363,Vikram,Patel,M,-3.0,2024-02-03,user148mail.com,9125758152,Auckland,South,NZ,,SILVER,,,Y,invalid_ts,2024-10-18 00:00:00,2024-11-02,ECOM
CUST00973,Vikram,Das,F,-3.0,invalid_date,user149mail.com,12345,Auckland,South,AU,ABCDE,,3494.93,N,N,2024-08-18 00:00:00,,2024-03-11,ECOM
CUST03967,Rahul,Das,O,-3.0,invalid_date,user150mail.com,9641687479,Christchurch,South,,1010,SILVER,,Y,Y,2025-06-19 00:00:00,2025-05-27 00:00:00,invalid_date,CRM
CUST00537,Rahul,Das,F,,2025-01-29,,,,South,,6021,PLATINUM,,N,N,invalid_ts,invalid_ts,2025-07-26,
CUST01445,Rahul,Singh,O,,invalid_date,user152mail.com,,Wellington,North,,,PLATINUM,,N,,invalid_ts,invalid_ts,2024-07-31,CRM
CUST00577,Sara,Iyer,,-3.0,invalid_date,user153mail.com,9413204163,,,,6021,GOLD,,,N,2024-01-12 00:00:00,2025-07-11 00:00:00,invalid_date,
CUST04907,Priya,Kumar,M,,2025-01-23,,9701552239,,North,NZ,6021,PLATINUM,,,Y,invalid_ts,2024-12-03 00:00:00,invalid_date,POS
CUST00763,Sara,Patel,F,,invalid_date,user155mail.com,,Christchurch,,NZ,,SILVER,,N,,2025-06-21 00:00:00,2025-04-25 00:00:00,,ECOM
CUST02023,Vikram,Patel,,,,user156@mail.com,12345,,South,AU,,SILVER,,,Y,invalid_ts,2025-10-22 00:00:00,,
CUST01389,David,,,,invalid_date,,9870202615,Wellington,North,,,PLATINUM,,N,Y,invalid_ts,invalid_ts,,ECOM
CUST02812,Sara,Brown,F,24.0,,,12345,,North,AU,6021,GOLD,,,Y,invalid_ts,2024-07-24 00:00:00,,
CUST04111,Sara,Das,M,-3.0,2024-08-02,user159mail.com,12345,Christchurch,,,1010,PLATINUM,43222.04,N,N,2024-06-01 00:00:00,,invalid_date,
CUST01320,Priya,Kumar,O,66.0,,,12345,Auckland,South,AU,1010,SILVER,37094.16,Y,N,2024-03-25 00:00:00,,2024-06-14,ECOM
CUST00591,Vikram,Kumar,O,57.0,,,9977545110,Christchurch,,,,PLATINUM,,,,,,,POS
CUST01663,Neha,Patel,,-3.0,invalid_date,user162mail.com,,Christchurch,North,,1010,,,Y,N,,invalid_ts,2024-06-24,POS
CUST02097,David,Das,,20.0,,,9504664521,Auckland,South,NZ,1010,,,N,Y,invalid_ts,invalid_ts,2024-11-22,
CUST05674,,Wilson,O,,,user164mail.com,9559427309,Auckland,North,AU,6021,GOLD,11548.17,,,2025-04-29 00:00:00,invalid_ts,2024-07-10,ECOM
CUST04115,Amit,Taylor,,55.0,2025-11-28,user165mail.com,9249802721,Christchurch,,NZ,1010,PLATINUM,,,Y,,invalid_ts,2025-04-13,
CUST06143,Vikram,Patel,M,54.0,invalid_date,user166@mail.com,12345,,North,NZ,6021,GOLD,35589.76,Y,,invalid_ts,,2024-05-25,CRM
CUST04851,Amit,,F,,invalid_date,user167@mail.com,12345,Auckland,North,NZ,ABCDE,,13006.13,N,N,2025-04-24 00:00:00,2025-08-10 00:00:00,invalid_date,POS
CUST04104,Anna,Mehta,M,-3.0,,user168mail.com,9870701347,Wellington,,,,SILVER,,,N,2024-04-03 00:00:00,invalid_ts,,POS
CUST03747,John,Brown,O,-3.0,,,9224476571,Christchurch,North,AU,6021,GOLD,36744.07,,N,,invalid_ts,2024-04-16,ECOM
CUST04265,David,Brown,O,-3.0,2025-01-11,user170@mail.com,12345,,,AU,1010,GOLD,,Y,Y,2024-08-12 00:00:00,2025-05-11 00:00:00,invalid_date,
CUST05320,,Patel,O,-3.0,2025-11-21,user171mail.com,9874015945,Wellington,North,,ABCDE,GOLD,35642.41,N,,invalid_ts,,,ECOM
CUST02527,Priya,Kumar,,,,user172mail.com,9953314746,Christchurch,,NZ,6021,,,N,,2024-06-26 00:00:00,invalid_ts,,ECOM
CUST03467,Vikram,Brown,F,-3.0,2024-12-12,,,Christchurch,,AU,6021,,,N,N,2024-01-13 00:00:00,invalid_ts,invalid_date,
CUST02549,Sara,Kumar,M,-3.0,invalid_date,user174mail.com,9921454551,Christchurch,North,,ABCDE,GOLD,,Y,Y,invalid_ts,invalid_ts,,POS
CUST00443,Priya,Wilson,F,-3.0,,user175mail.com,12345,Auckland,North,AU,6021,SILVER,1414.64,Y,Y,invalid_ts,,invalid_date,
CUST01765,David,Kumar,O,44.0,,,,,North,NZ,ABCDE,GOLD,42900.11,N,,2024-06-05 00:00:00,,,CRM
CUST06133,Priya,Brown,O,,2024-03-01,user177mail.com,9296237265,Auckland,,,6021,SILVER,,N,,2025-03-06 00:00:00,2024-11-27 00:00:00,,
